College,Playground,Auditorium,Theatre,Library,Laboratory,Conference Hall,Health Center,Gymnasium/ Fitness Center,Indoor Stadium,Common Room,Computer Center,Cafeteria,Guest House
"Sreenivasa Ramunjum Institute of Technology, Anantapur (Id: C-26984)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sree Omkar College of Commerce & Management, #67, Opp to Country Club, Sathanur, Bagalur Road, Jala Hobli, Bangalore -562149(08-09) (Id: C-21141)",Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
SREEPAADA Degree College (Id: C-27166),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SREEPATHY INSTITUTE OF MANAGEMENT & TECHNOLOGY, VAVANOOR (Id: C-43321)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Sree Rama Educational Society Group of Institutions (Id: C-26864),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Sree Ramakrishna college of Education (Id: C-15022),Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"SREE RAMAKRISHNA MEDICAL COLLEGE OF NATUROPATHY AND YOGIC SCIENCES, KANYAKUMARI (Id: C-45621)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sree Ramchandra Arts & Science College (Id: C-25503),No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sree Ramkrishna Sarada Vidya Mahapith (Id: C-44716),Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
Sree Ramu College of Arts and Science (Id: C-41079),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Sree Sai Degree College, Kavali (Id: C-24767)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sree Sakthi Engineering College (Id: C-36956),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sree Sankara College, Kalady 683 574 (Id: C-11702)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sree Sankara Vidya Peetom College, Nagaroor, Kilimanoor (Id: C-43595)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Sree Saraswathi Thiagaraja College (Id: C-41097),Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
"Sree Sarvajna college of Education, M.R.C.R Lay out Nagarbhavi Road, Vijayanagar, Bangalore-40 (Id: C-20622)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SREE SASTHA COLLEGE, EDAKKAD (Id: C-8187)",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
Sree Sastha College of Education (Id: C-14385),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sree Sastha College of Engineering (Id: C-16542),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"SREE SASTHA COLLEGE OF NURSING, CHENNAI (Id: C-47565)",Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No
Sree Sastha Institute of Engineering and Technology (Id: C-16491),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sree Sevugan Annamalai College, Devakottai (Id: C-28535)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
Sree Siddaganga Arts and Commerce First Grade Evening College (Id: C-6998),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
"Sree Siddaganga Arts, Science and Commerce First Grade College (Id: C-7015)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sree Siddaganga Arts, Science and Commerce First Grade Women's College (Id: C-6924)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Sree Siddaganga College of Education (Id: C-6988),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"SREE SIDDALINGESHWARA BA INTEGRATED KANNADA PANDIT COLLEGE, TUMKUR (Id: C-47582)",Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
Sree Sowdambika College of Engineering (Id: C-27095),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Sree Sree Ramakrishna B.Ed. College (Id: C-11906),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"Sree Vahini Institute of Science & Technology, Sai Vihini nagar Bypass Road, Tiruvur, PIN-521 235.(CC-MG) (Id: C-17964)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
Sree Vani Women's Degree & P.G College (Id: C-25596),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Sree Velavan College of Education (Id: C-14861),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sree Venkateshwara Degree College (Id: C-26159),No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
SREE VENKATESWARA COLLEGE OF ENGINEERING (Id: C-44972),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Sree Vidyadhi Raja N S S College, Vazhoor, Theerthapadapuram P.O, Kottayam- 686 505 (Id: C-11694)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Sree Vidyanikethan College of Nursing, Tirupati (Id: C-30340)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sree Vidyanikethan Degree College, A.Rangampet, Tirupati. (Id: C-27702)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"SREE VIEKANANDA PADANA KENDRAM ARTS & SCIENCE COLLEGE, PALEMAD, EDAKKARA (Id: C-8113)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
Sree Vignan Degree College (Id: C-25764),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
Sree Vinayaka Vidyalaya College of Education (Id: C-14727),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"SREE VIVEKANANDA COLLEGE, KUNNAMKULAM, KIZHOOR (Id: C-8118)",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
"SREE VYASA NSS COLLEGE, VYASAGIRI, WADAKKANCHERY (Id: C-8119)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"Sree Vyshnavi MBA College, Gooty (Id: C-26962)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"SRESAKTHIMAYEIL INSTITUTE OF NURSING AND RESEARCH, NAMAKKAL (Id: C-45803)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"S R E S 'S FIRST GRADE ARTS/COMM COLLEGE, KALLOLLI (Id: C-9901)",Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
"SREYAS INSTITUTE OF ENGINEERING & TECHNOLOGY, TATTIANNNARAM (Id: C-44949)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SRG Engineering College (Id: C-37091),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
SR Govt. College for Women Amritsar (Id: C-27954),No,No,No,No,No,No,No,No,No,No,No,No,No
"S.R.Govt. Degree College, PUNGANUR Rural (Id: C-27631)",Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
"SRGP Gujarati Professional Institute, Indore (Id: C-35411)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
SRI ABN & PRR COLLEGE OF SCIENCE (Id: C-24387),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI ADARSHA DEGREE COLLEGE, KOHEDA (Id: C-21571)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
"SRI ADHICUNCHANAGIRI SANSKRIT COLLEGE, HASSAN (Id: C-45255)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
Sri Adhisankarar College of Education (Id: C-14864),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"Sri Adi Chunchanagiri College of Business Management, No.1416/A, 3rd Floor, Behind Adichunchanagiri Mutt, 1st A Main Road, 3rd Cross, Vijayanagar, Bangalore -40. (Id: C-21048)",No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
Sri Adichunchanagiri College of Pharmacy (Id: C-40080),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sri Adichunchanagiri FGC of Arts & Commerce, Nagamangala (Id: C-17437)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"Sri Adichunchanagiri First Grade College ,Chennarayapatna (Id: C-17456)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Adichunchanagiri First Grade College, H.D.Kote (Id: C-17468)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Adichunchanagiri women's college, Cumbum (Id: C-17037)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Aditya Engineering College, ADB Road, Surampalem, PIN-533437(CC-MH) (Id: C-17955)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SRI AHOBILA MUTH SANSKRIT COLLEGE (Id: C-43984),Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Akilandeshwari Women's College,ThindivanamHigh Way,Vandavasi-604408 (Id: C-36427)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
SRI AKRISHNAVENI MAHILA KALASALA (Id: C-35905),Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No
"SRI AMAR SINGH SNATAK MAHAVIDYALAYA,KAURAPUR, GAURA DEEH, (Id: C-12066)",Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No
Sri Amirtha College of Education (Id: C-14534),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Sri Amman College of Education (Id: C-14412),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"SRI ANANT RAM DWIVEDI MAHAVIDYALAYA, BHITA, JASRA, (Id: C-12203)",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Sri Angalamman College of Education (Id: C-14837),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Sri Anjaneyaswamy First Grade College, Baragur (Id: C-6999)",Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
Sri Annamalaiyar College of Education (Id: C-14731),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri A.N Varadarajulu First Grade College,Gorur (Id: C-17483)",Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
"Sri Aravindar Arts &science College ,Pondy-Mailam Road,Sedarapet-605 111 (Id: C-36369)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
Sri Aravindar Engineering College (Id: C-16601),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Sri A.R.K.R.Memorial B.Ed., Colleges, Sullurpet (Id: C-26455)",No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
"S.R.I.Arts & Science College, Birudur Village,Vandavasi Taluk-604408 (Id: C-36446)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Arunodaya Degree College, Amba Complex, Bheemaram, Hasanparthy (M) (Id: C-27490)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
Sri Arvind Mahila College (Id: C-12857),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Sri Atam Vallabh Jain Girls College (Id: C-36652),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
Sri Aurbindo Degree College (Id: C-26075),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Aurbindo FGC for Women , No.8, 5th Main, IInd Stage, Mahalakshmipuram, Bangalore-86 (Id: C-21021)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Sri Aurobindo College (Id: C-6362),No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri Aurobindo College (Eve.) (Id: C-22465),No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
"SRI AUROBINDO COLLEGE OF DENTISTRY, INDORE (Id: C-47947)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI AUROBINDO COLLEGE OF NURSING, KARUR (Id: C-45631)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRI AUROBINDO INSTITUTE OF ALLIED HEALTH & PARAMEDICAL SCIENCES, INDORE (Id: C-47948)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI AUROBINDO INSTITUTE OF LIBRARY & INFORMATION SCIENCE, INDORE (Id: C-47951)",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Aurobindo Institute of Medical Sciences, Sanwar Road, Indore (Id: C-29715)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI AUROBINDO INSTITUTE OF SPEECH & HEARING, INDORE (Id: C-47950)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Aurobindo Institute of Technology, Indore - Ujjain, Highway, Near MR-10, Gram Bhavarasla, Indore-453111 (Id: C-35942)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Sri Aurobindo Mira College of Education (Id: C-14710),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Ayurveda Mahavidyalaya, Hanuman Nagar (Id: C-18747)",No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
Sri Babu Jagajeevanram First Grade College (Id: C-6930),Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"SRI BABU LAL,GOVERDHAN, MATHURA (Id: C-15358)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Babulalji Agnihotri College of Engineering, Sindi Meghe (Id: C-18731)",No,No,No,No,No,No,No,No,No,No,No,No,No
"SRI BABU SINGH COLLEGE OF LAW, SAYARA, SIRATHU, (Id: C-12061)",Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
"SRI BABU SINGH DEGREE COLLEGE, NAWABGANJ, (Id: C-12400)",Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"SRI BACHCHULAL RAMDULARI MAHAVIDYALAYA, BISWAN, (Id: C-12046)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
"Sri Baghawan Mahaveer Jain Degree College, Geetha Road, Robertsonpet, KGF-563122 (Id: C-21025)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"SRI BAIJNATH SHIVKALA MAHAVIDYALAYA, MANGALPUR, TRIVEDI GANJ, BARABANKI (Id: C-42385)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI BAIJNATH SINGH MAHAVIDYALAYA, BARKHERA, SAKATPUR, (Id: C-12699)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI BAIJNATH SINGH MAHAVIDYALAYA, DAHINTI, SALKUPUR, (Id: C-12549)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"SRI BAJRANGI MAHAVIDYALAYA, MAWAI MUKTA, NANDPUR, (Id: C-12659)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Balagangadharanatha Swamiji School of Business Management, Byrapalli, Srinivasapura Taluk, Kolar Dist-563 135.(08-09) (Id: C-21144)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
Sri Balaji Chockalingam Engineering College (Id: C-16460),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Sri Balaji College of Education (Id: C-14673),Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
Sri Balaji College of Education (Id: C-14627),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Sri Balaji College of Education (Id: C-14863),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
"Sri Balaji College of Education, Chhindwara (Id: C-19193)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Sri Balaji College of Education for Women (Id: C-14596),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
"Sri Balaji College of Engineering & Technology,Jaipur (Id: C-25266)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"SRI BALAJI COLLEGE OF NURSING, TIRUNELVELI (Id: C-45677)",Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
SRI BALAJI DEGREE COLLEGE (Id: C-25399),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI BALAJI MAHARAJ MAHAVIDYALAYA, PAHUNTERA, (Id: C-12556)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri Balaji P.G College (Id: C-26054),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Sri Balamurugan College of Arts & science (Id: C-9549),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Balasaheb Tirpude College of Hotel Management and Catering Technology, Civil lines (Id: C-18976)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
SRI BALASAI DEGREE COLLEGE (Id: C-25283),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
"Sri Baldeo P.G.College Baragaon, Varanasi (Id: C-13564)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI BALDEV SINGH BHALE SULTANPUR MAHAVIDYALAYA, HALIAPUR, SULTANPUR (Id: C-42372)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"SRI BANKA BIHARI MAHAVIDHYALAYA, BAGHAIPUR, (Id: C-47860)",Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
"SRI BANKA BIHARI MAHAVIDHYALAYA, KHUMANPUR, BAGHAIPUR (Id: C-47727)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri. Bapugouda Darshnapur Memorial College for Women Gulbarga (Id: C-8696),Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
Sri Basavaraja Swamy College of Nursing (Id: C-40198),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri Basavaraj College of Nursing (Id: C-40440),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sri Basaveshwara College of Education, Tiptur (Id: C-6974)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri. Basaveshwara Degree College, Siruguppa. (Id: C-8533)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Basaveshwara First Grade college,Kundur. (Id: C-17747)",No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Sri Basaveshwara First grade College, Tiptur (Id: C-6955)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"SRI Basaveshwara Government First Grade College ,Mayakonda (Id: C-17732)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"Sri Basaveshwar Institute of Technology, TIPTUR (Id: C-1302)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
"Sri B.Ayyavaru Reddy Memorial College of Nursing, Kadapa (Id: C-30629)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
"Sri. Beeralingheshwara First Grade College, Malebennur (Id: C-17755)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Sri.Bhadrakali First Grade Arts College, Gokarna. (Id: C-35684)",Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Sri Bhagavathi Degree College, #1-1/1, Uthkoor-Luxettipet, Near Police Station, Luxettipet (Id: C-27479)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Bharathi Arts and Science College (W), Pudukkottai 622 303. (Id: C-35788)",Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No
Sri Bharathi College of Education (Id: C-15004),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Sri Bharathi Engineering College for Women (Id: C-25017),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"Sri Bharathivelu arts &Science Kalpattu,Sholinghur-631 102 (Id: C-36392)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Bharathi Women arts&Science,Arni-VelloreMain,Road,Kunnathur,Arni-632314 (Id: C-36359)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Binjhani Nagar College, Umred road (Id: C-18297)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
Sri Boddu Krishna Degree College (Id: C-24152),Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"SRI BRAJ BEHARI DEGREE COLLEGE,KOSI-KALAN,MATHURA (Id: C-15575)",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
"Sri Bramarambika Mallikarjuna College of Education, Kalwakurthy (Id: C-22019)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
"Sri B.R. Darooru Research Centre, Harugeri (Id: C-26744)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
"Sri BVN College Physical Education, 4th Cross, Robertsonpet, K.G.F-563 122. (Id: C-21069)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Sri BVR Degree College (Id: C-30197),Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
"Sri. C. ACHUTHA MENON GOVT. COLLEGE, KUTTANELLUR (Id: C-8160)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
"Sri Cauveri Management College, CA No.5, Near KEB Office, Kodihalli, HAL 2nd Stage, Bangalore-08 (Id: C-20921)",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No
"SRI C.B. SINGH MEMORIAL SHIKSHAN SANSTHAN, JHINJHAK, (Id: C-12471)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI.C.DASS Arts & Science Degree College, SATHYAVEDU Rural (Id: C-27638)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Sri Chaitanya College of Education (Id: C-39263),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Chaitanya College of Nursing, Tirupati (Id: C-30350)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
Sri Chaitanya Degree College (Id: C-25738),No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
Sri Chaitanya Degree College (Dubbaka) (Id: C-26193),No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Sri Chaitanya Degree College (Ghatkesar) (Id: C-26149),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRI CHAITANYA DEGREE COLLEGE, KARIMNAGAR (Id: C-21558)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Sri Chaitanya Degree College, Near Bus Stand, Narsampet (Id: C-27553)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Chaitanya Degree College, Rajampet, Asifabad (Id: C-27488)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Chaitanya Degree College, Tekulapally (Id: C-27389)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Chaitanya Engineering College,Chaitanya Valley, Kommadi, Madhurawada, PIN-530041 (CC-6H) (Id: C-17922)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI CHAKRA COLLEGE OF EDUCATION, IBRAHIMPATNAM (Id: C-50252)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Sri Chakra Institute of Computer Sciences (MCA) (Id: C-25562),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"Sri Chamarajendra Samskrita College, Bangalore (Id: C-13497)",Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
"SRI CHANDRAPAL SINGH MAHAVIDYALAYA, KHERWA, BARAULA, (Id: C-12668)",Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Sri Chandra Reddy Degree College, Nellore (Id: C-24722)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"Sri Channabasaveshwara Institute of Technology, GUBBI (Id: C-1312)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"SRI CHANNAMALLIKARJUNA SANSKRIT COLLEGE, DAVANAGERE (Id: C-48322)",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
Sri Channe Gowda College of Nursing (Id: C-40583),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri Chayadevi College of Education Rajendra Nagar (Id: C-17595),Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
SRI CHET RAM SINGH MAHAVIDYALAYA SIRSOL MOHANPUR KASHI RAM NAGAR (Id: C-15472),Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
"Sri Chintamani Arts Commerce College, Ghuggus (Id: C-18509)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
"Sri Chintamani Arts Commerce College, Ponbhurna (Id: C-18960)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
